NUM_POSTE;AN;MOIS;JOUR;HEURE;U
13103001;1991;10;6;23;78
13103001;1991;10;6;24;79
13103001;1991;10;7;1;76
13103001;1991;10;7;2;76
13103001;1991;10;7;3;81
13103001;1991;10;7;4;84
13103001;1991;10;7;5;86
13103001;1991;10;7;6;87
13103001;1991;10;7;7;86
13103001;1991;10;7;8;81
13103001;1991;10;7;9;76
13103001;1991;10;7;10;69
13103001;1991;10;7;11;63
13103001;1991;10;7;12;65
13103001;1991;10;7;13;58
13103001;1991;10;7;14;52
13103001;1991;10;7;15;51
13103001;1991;10;7;16;49
13103001;1991;10;7;17;59
13103001;1991;10;7;18;73
13103001;1991;10;7;19;83
13103001;1991;10;7;20;88
13103001;1991;10;7;21;91
13103001;1991;10;7;22;93
13103001;1991;10;7;23;95
13103001;1991;10;7;24;95
13103001;1991;10;8;1;95
13103001;1991;10;8;2;95
13103001;1991;10;8;3;95
13103001;1991;10;8;4;95
13103001;1991;10;8;5;95
13103001;1991;10;8;6;96
13103001;1991;10;8;7;95
13103001;1991;10;8;8;81
13103001;1991;10;8;9;70
13103001;1991;10;8;10;48
13103001;1991;10;8;11;35
13103001;1991;10;8;12;46
13103001;1991;10;8;13;47
13103001;1991;10;8;14;51
13103001;1991;10;8;15;49
13103001;1991;10;8;16;60
13103001;1991;10;8;17;69
13103001;1991;10;8;18;76
13103001;1991;10;8;19;71
13103001;1991;10;8;20;75
13103001;1991;10;8;21;76
13103001;1991;10;8;22;71
13103001;1991;10;8;23;70
13103001;1991;10;8;24;75
13103001;1991;10;9;1;79
13103001;1991;10;9;2;78
13103001;1991;10;9;3;78
13103001;1991;10;9;4;69
13103001;1991;10;9;5;73
13103001;1991;10;9;6;89
13103001;1991;10;9;7;87
13103001;1991;10;9;8;74
13103001;1991;10;9;9;71
13103001;1991;10;9;10;66
13103001;1991;10;9;11;60
13103001;1991;10;9;12;63
13103001;1991;10;9;13;59
13103001;1991;10;9;14;55
13103001;1991;10;9;15;58
13103001;1991;10;9;16;61
13103001;1991;10;9;17;63
13103001;1991;10;9;18;65
13103001;1991;10;9;19;70
13103001;1991;10;9;20;69
13103001;1991;10;9;21;69
13103001;1991;10;9;22;70
13103001;1991;10;9;23;71
13103001;1991;10;9;24;73
13103001;1991;10;10;1;75
13103001;1991;10;10;2;69
13103001;1991;10;10;3;72
13103001;1991;10;10;4;73
13103001;1991;10;10;5;68
13103001;1991;10;10;6;66
13103001;1991;10;10;7;62
13103001;1991;10;10;8;61
13103001;1991;10;10;9;58
13103001;1991;10;10;10;54
13103001;1991;10;10;11;53
13103001;1991;10;10;12;48
13103001;1991;10;10;13;47
13103001;1991;10;10;14;47
13103001;1991;10;10;15;49
13103001;1991;10;10;16;52
13103001;1991;10;10;17;53
13103001;1991;10;10;18;54
13103001;1991;10;10;19;55
13103001;1991;10;10;20;55
13103001;1991;10;10;21;55
13103001;1991;10;10;22;56
13103001;1991;10;10;23;51
13103001;1991;10;10;24;49
13103001;1991;10;11;1;49
13103001;1991;10;11;2;50
13103001;1991;10;11;3;50
13103001;1991;10;11;4;51
13103001;1991;10;11;5;52
13103001;1991;10;11;6;55
13103001;1991;10;11;7;59
13103001;1991;10;11;8;64
13103001;1991;10;11;9;79
13103001;1991;10;11;10;83
13103001;1991;10;11;11;76
13103001;1991;10;11;12;80
13103001;1991;10;11;13;88
13103001;1991;10;11;14;83
13103001;1991;10;11;15;77
13103001;1991;10;11;16;81
13103001;1991;10;11;17;84
13103001;1991;10;11;18;85
13103001;1991;10;11;19;86
13103001;1991;10;11;20;87
13103001;1991;10;11;21;88
13103001;1991;10;11;22;92
13103001;1991;10;11;23;89
13103001;1991;10;11;24;89
13103001;1991;10;12;1;93
13103001;1991;10;12;2;94
13103001;1991;10;12;3;92
13103001;1991;10;12;4;91
13103001;1991;10;12;5;94
13103001;1991;10;12;6;95
13103001;1991;10;12;7;94
13103001;1991;10;12;8;86
13103001;1991;10;12;9;70
13103001;1991;10;12;10;67
13103001;1991;10;12;11;63
13103001;1991;10;12;12;72
13103001;1991;10;12;13;87
13103001;1991;10;12;14;87
13103001;1991;10;12;15;88
13103001;1991;10;12;16;93
13103001;1991;10;12;17;95
13103001;1991;10;12;18;95
13103001;1991;10;12;19;96
13103001;1991;10;12;20;96
13103001;1991;10;12;21;97
13103001;1991;10;12;22;96
13103001;1991;10;12;23;96
13103001;1991;10;12;24;96
13103001;1991;10;13;1;96
13103001;1991;10;13;2;96
13103001;1991;10;13;3;95
13103001;1991;10;13;4;94
13103001;1991;10;13;5;95
13103001;1991;10;13;6;95
13103001;1991;10;13;7;94
13103001;1991;10;13;8;88
13103001;1991;10;13;9;77
13103001;1991;10;13;10;69
13103001;1991;10;13;11;59
13103001;1991;10;13;12;52
13103001;1991;10;13;13;38
13103001;1991;10;13;14;49
13103001;1991;10;13;15;56
13103001;1991;10;13;16;61
13103001;1991;10;13;17;71
13103001;1991;10;13;18;76
13103001;1991;10;13;19;85
13103001;1991;10;13;20;91
13103001;1991;10;13;21;91
13103001;1991;10;13;22;94
13103001;1991;10;13;23;93
13103001;1991;10;13;24;93
13103001;1991;10;14;1;93
13103001;1991;10;14;2;95
13103001;1991;10;14;3;97
13103001;1991;10;14;4;92
13103001;1991;10;14;5;93
13103001;1991;10;14;6;95
13103001;1991;10;14;7;89
13103001;1991;10;14;8;83
13103001;1991;10;14;9;72
13103001;1991;10;14;10;68
13103001;1991;10;14;11;64
13103001;1991;10;14;12;51
13103001;1991;10;14;13;53
13103001;1991;10;14;14;62
13103001;1991;10;14;15;63
13103001;1991;10;14;16;69
13103001;1991;10;14;17;75
13103001;1991;10;14;18;87
13103001;1991;10;14;19;90
13103001;1991;10;14;20;94
13103001;1991;10;14;21;94
13103001;1991;10;14;22;95
13103001;1991;10;14;23;96
13103001;1991;10;14;24;94
13103001;1991;10;15;1;94
13103001;1991;10;15;2;93
13103001;1991;10;15;3;92
13103001;1991;10;15;4;92
13103001;1991;10;15;5;93
13103001;1991;10;15;6;92
13103001;1991;10;15;7;92
13103001;1991;10;15;8;91
13103001;1991;10;15;9;92
13103001;1991;10;15;10;94
13103001;1991;10;15;11;90
13103001;1991;10;15;12;81
13103001;1991;10;15;13;71
13103001;1991;10;15;14;68
13103001;1991;10;15;15;73
13103001;1991;10;15;16;74
13103001;1991;10;15;17;79
13103001;1991;10;15;18;87
13103001;1991;10;15;19;90
13103001;1991;10;15;20;93
13103001;1991;10;15;21;94
13103001;1991;10;15;22;95
13103001;1991;10;15;23;96
13103001;1991;10;15;24;96
13103001;1991;10;16;1;96
13103001;1991;10;16;2;96
13103001;1991;10;16;3;97
13103001;1991;10;16;4;97
13103001;1991;10;16;5;97
13103001;1991;10;16;6;97
13103001;1991;10;16;7;97
13103001;1991;10;16;8;97
13103001;1991;10;16;9;90
13103001;1991;10;16;10;75
13103001;1991;10;16;11;67
13103001;1991;10;16;12;61
13103001;1991;10;16;13;57
13103001;1991;10;16;14;52
13103001;1991;10;16;15;55
13103001;1991;10;16;16;62
13103001;1991;10;16;17;72
13103001;1991;10;16;18;80
13103001;1991;10;16;19;88
13103001;1991;10;16;20;91
13103001;1991;10;16;21;93
13103001;1991;10;16;22;94
13103001;1991;10;16;23;95
13103001;1991;10;16;24;95
13103001;1991;10;17;1;95
13103001;1991;10;17;2;95
13103001;1991;10;17;3;96
13103001;1991;10;17;4;96
13103001;1991;10;17;5;96
13103001;1991;10;17;6;96
13103001;1991;10;17;7;97
13103001;1991;10;17;8;96
13103001;1991;10;17;9;90
13103001;1991;10;17;10;78
13103001;1991;10;17;11;71
13103001;1991;10;17;12;72
13103001;1991;10;17;13;71
13103001;1991;10;17;14;64
13103001;1991;10;17;15;66
13103001;1991;10;17;16;69
13103001;1991;10;17;17;74
13103001;1991;10;17;18;84
13103001;1991;10;17;19;92
13103001;1991;10;17;20;91
13103001;1991;10;17;21;93
13103001;1991;10;17;22;93
13103001;1991;10;17;23;94
13103001;1991;10;17;24;89
13103001;1991;10;18;1;85
13103001;1991;10;18;2;80
13103001;1991;10;18;3;76
13103001;1991;10;18;4;72
13103001;1991;10;18;5;73
13103001;1991;10;18;6;80
13103001;1991;10;18;7;80
13103001;1991;10;18;8;70
13103001;1991;10;18;9;62
13103001;1991;10;18;10;64
13103001;1991;10;18;11;58
13103001;1991;10;18;12;56
13103001;1991;10;18;13;62
13103001;1991;10;18;14;62
13103001;1991;10;18;15;61
13103001;1991;10;18;16;68
13103001;1991;10;18;17;71
13103001;1991;10;18;18;75
13103001;1991;10;18;19;76
13103001;1991;10;18;20;79
13103001;1991;10;18;21;83
13103001;1991;10;18;22;78
13103001;1991;10;18;23;71
13103001;1991;10;18;24;72
13103001;1991;10;19;1;74
13103001;1991;10;19;2;67
13103001;1991;10;19;3;63
13103001;1991;10;19;4;66
13103001;1991;10;19;5;64
13103001;1991;10;19;6;68
13103001;1991;10;19;7;65
13103001;1991;10;19;8;67
13103001;1991;10;19;9;60
13103001;1991;10;19;10;52
13103001;1991;10;19;11;42
13103001;1991;10;19;12;35
13103001;1991;10;19;13;39
13103001;1991;10;19;14;38
13103001;1991;10;19;15;44
13103001;1991;10;19;16;44
13103001;1991;10;19;17;50
13103001;1991;10;19;18;53
13103001;1991;10;19;19;57
13103001;1991;10;19;20;60
13103001;1991;10;19;21;65
13103001;1991;10;19;22;65
13103001;1991;10;19;23;63
13103001;1991;10;19;24;62
13103001;1991;10;20;1;63
13103001;1991;10;20;2;61
13103001;1991;10;20;3;60
13103001;1991;10;20;4;62
13103001;1991;10;20;5;62
13103001;1991;10;20;6;64
13103001;1991;10;20;7;63
13103001;1991;10;20;8;57
13103001;1991;10;20;9;52
13103001;1991;10;20;10;52
13103001;1991;10;20;11;50
13103001;1991;10;20;12;45
13103001;1991;10;20;13;44
13103001;1991;10;20;14;42
13103001;1991;10;20;15;43
13103001;1991;10;20;16;46
13103001;1991;10;20;17;55
13103001;1991;10;20;18;59
13103001;1991;10;20;19;62
13103001;1991;10;20;20;64
13103001;1991;10;20;21;65
13103001;1991;10;20;22;69
13103001;1991;10;20;23;69
13103001;1991;10;20;24;70
13103001;1991;10;21;1;72
13103001;1991;10;21;2;71
13103001;1991;10;21;3;70
13103001;1991;10;21;4;69
13103001;1991;10;21;5;70
13103001;1991;10;21;6;71
13103001;1991;10;21;7;70
13103001;1991;10;21;8;67
13103001;1991;10;21;9;62
13103001;1991;10;21;10;57
13103001;1991;10;21;11;56
13103001;1991;10;21;12;54
13103001;1991;10;21;13;51
13103001;1991;10;21;14;53
13103001;1991;10;21;15;55
13103001;1991;10;21;16;59
13103001;1991;10;21;17;62
13103001;1991;10;21;18;62
13103001;1991;10;21;19;65
13103001;1991;10;21;20;67
13103001;1991;10;21;21;70
13103001;1991;10;21;22;72
13103001;1991;10;21;23;75
13103001;1991;10;21;24;76
13103001;1991;10;22;1;77
13103001;1991;10;22;2;79
13103001;1991;10;22;3;79
13103001;1991;10;22;4;82
13103001;1991;10;22;5;85
13103001;1991;10;22;6;89
13103001;1991;10;22;7;86
13103001;1991;10;22;8;75
13103001;1991;10;22;9;68
13103001;1991;10;22;10;61
13103001;1991;10;22;11;56
13103001;1991;10;22;12;53
13103001;1991;10;22;13;49
13103001;1991;10;22;14;51
13103001;1991;10;22;15;51
13103001;1991;10;22;16;53
13103001;1991;10;22;17;59
13103001;1991;10;22;18;60
13103001;1991;10;22;19;63
13103001;1991;10;22;20;65
13103001;1991;10;22;21;70
13103001;1991;10;22;22;78
13103001;1991;10;22;23;82
13103001;1991;10;22;24;83
13103001;1991;10;23;1;86
13103001;1991;10;23;2;88
13103001;1991;10;23;3;90
13103001;1991;10;23;4;91
13103001;1991;10;23;5;90
13103001;1991;10;23;6;92
13103001;1991;10;23;7;91
13103001;1991;10;23;8;77
13103001;1991;10;23;9;65
13103001;1991;10;23;10;59
13103001;1991;10;23;11;54
13103001;1991;10;23;12;49
13103001;1991;10;23;13;47
13103001;1991;10;23;14;45
13103001;1991;10;23;15;46
13103001;1991;10;23;16;50
13103001;1991;10;23;17;54
13103001;1991;10;23;18;56
13103001;1991;10;23;19;60
13103001;1991;10;23;20;64
13103001;1991;10;23;21;69
13103001;1991;10;23;22;82
13103001;1991;10;23;23;83
13103001;1991;10;23;24;87
13103001;1991;10;24;1;86
13103001;1991;10;24;2;89
13103001;1991;10;24;3;89
13103001;1991;10;24;4;90
13103001;1991;10;24;5;89
13103001;1991;10;24;6;91
13103001;1991;10;24;7;91
13103001;1991;10;24;8;89
13103001;1991;10;24;9;70
13103001;1991;10;24;10;58
13103001;1991;10;24;11;56
13103001;1991;10;24;12;54
13103001;1991;10;24;13;55
13103001;1991;10;24;14;52
13103001;1991;10;24;15;53
13103001;1991;10;24;16;58
13103001;1991;10;24;17;64
13103001;1991;10;24;18;66
13103001;1991;10;24;19;68
13103001;1991;10;24;20;78
13103001;1991;10;24;21;83
13103001;1991;10;24;22;88
13103001;1991;10;24;23;89
13103001;1991;10;24;24;91
13103001;1991;10;25;1;92
13103001;1991;10;25;2;92
13103001;1991;10;25;3;93
13103001;1991;10;25;4;92
13103001;1991;10;25;5;94
13103001;1991;10;25;6;94
13103001;1991;10;25;7;94
13103001;1991;10;25;8;95
13103001;1991;10;25;9;85
13103001;1991;10;25;10;70
13103001;1991;10;25;11;55
13103001;1991;10;25;12;49
13103001;1991;10;25;13;46
13103001;1991;10;25;14;41
13103001;1991;10;25;15;40
13103001;1991;10;25;16;58
13103001;1991;10;25;17;70
13103001;1991;10;25;18;81
13103001;1991;10;25;19;85
13103001;1991;10;25;20;87
13103001;1991;10;25;21;90
13103001;1991;10;25;22;90
13103001;1991;10;25;23;90
13103001;1991;10;25;24;88
13103001;1991;10;26;1;85
13103001;1991;10;26;2;87
13103001;1991;10;26;3;89
13103001;1991;10;26;4;91
13103001;1991;10;26;5;91
13103001;1991;10;26;6;90
13103001;1991;10;26;7;87
13103001;1991;10;26;8;78
13103001;1991;10;26;9;71
13103001;1991;10;26;10;68
13103001;1991;10;26;11;67
13103001;1991;10;26;12;68
13103001;1991;10;26;13;67
13103001;1991;10;26;14;67
13103001;1991;10;26;15;61
13103001;1991;10;26;16;55
13103001;1991;10;26;17;56
13103001;1991;10;26;18;66
13103001;1991;10;26;19;72
13103001;1991;10;26;20;66
13103001;1991;10;26;21;66
13103001;1991;10;26;22;66
13103001;1991;10;26;23;87
13103001;1991;10;26;24;91
13103001;1991;10;27;1;86
13103001;1991;10;27;2;82
13103001;1991;10;27;3;76
13103001;1991;10;27;4;73
13103001;1991;10;27;5;71
13103001;1991;10;27;6;69
13103001;1991;10;27;7;67
13103001;1991;10;27;8;66
13103001;1991;10;27;9;62
13103001;1991;10;27;10;60
13103001;1991;10;27;11;60
13103001;1991;10;27;12;61
13103001;1991;10;27;13;59
13103001;1991;10;27;14;60
13103001;1991;10;27;15;62
13103001;1991;10;27;16;63
13103001;1991;10;27;17;64
13103001;1991;10;27;18;62
13103001;1991;10;27;19;74
13103001;1991;10;27;20;85
13103001;1991;10;27;21;92
13103001;1991;10;27;22;94
13103001;1991;10;27;23;94
13103001;1991;10;27;24;94
13103001;1991;10;28;1;94
13103001;1991;10;28;2;94
13103001;1991;10;28;3;93
13103001;1991;10;28;4;94
13103001;1991;10;28;5;94
13103001;1991;10;28;6;95
13103001;1991;10;28;7;96
13103001;1991;10;28;8;96
13103001;1991;10;28;9;92
13103001;1991;10;28;10;84
13103001;1991;10;28;11;73
13103001;1991;10;28;12;74
13103001;1991;10;28;13;65
13103001;1991;10;28;14;66
13103001;1991;10;28;15;68
13103001;1991;10;28;16;76
13103001;1991;10;28;17;82
13103001;1991;10;28;18;87
13103001;1991;10;28;19;91
13103001;1991;10;28;20;93
13103001;1991;10;28;21;94
13103001;1991;10;28;22;94
13103001;1991;10;28;23;95
13103001;1991;10;28;24;95
13103001;1991;10;29;1;95
13103001;1991;10;29;2;96
13103001;1991;10;29;3;96
13103001;1991;10;29;4;97
13103001;1991;10;29;5;97
13103001;1991;10;29;6;92
13103001;1991;10;29;7;88
13103001;1991;10;29;8;87
13103001;1991;10;29;9;83
13103001;1991;10;29;10;77
13103001;1991;10;29;11;73
13103001;1991;10;29;12;66
13103001;1991;10;29;13;58
13103001;1991;10;29;14;63
13103001;1991;10;29;15;61
13103001;1991;10;29;16;70
13103001;1991;10;29;17;72
13103001;1991;10;29;18;75
13103001;1991;10;29;19;77
13103001;1991;10;29;20;85
13103001;1991;10;29;21;87
13103001;1991;10;29;22;91
13103001;1991;10;29;23;93
13103001;1991;10;29;24;94
13103001;1991;10;30;1;95
13103001;1991;10;30;2;95
13103001;1991;10;30;3;96
13103001;1991;10;30;4;96
13103001;1991;10;30;5;96
13103001;1991;10;30;6;96
13103001;1991;10;30;7;97
13103001;1991;10;30;8;96
13103001;1991;10;30;9;92
13103001;1991;10;30;10;81
13103001;1991;10;30;11;63
13103001;1991;10;30;12;59
13103001;1991;10;30;13;64
13103001;1991;10;30;14;77
13103001;1991;10;30;15;89
13103001;1991;10;30;16;89
13103001;1991;10;30;17;92
13103001;1991;10;30;18;94
13103001;1991;10;30;19;95
13103001;1991;10;30;20;95
13103001;1991;10;30;21;95
13103001;1991;10;30;22;96
13103001;1991;10;30;23;96
13103001;1991;10;30;24;96
13103001;1991;10;31;1;96
13103001;1991;10;31;2;97
13103001;1991;10;31;3;97
13103001;1991;10;31;4;97
13103001;1991;10;31;5;97
13103001;1991;10;31;6;97
13103001;1991;10;31;7;97
13103001;1991;10;31;8;97
13103001;1991;10;31;9;96
13103001;1991;10;31;10;84
13103001;1991;10;31;11;69
13103001;1991;10;31;12;66
13103001;1991;10;31;13;59
13103001;1991;10;31;14;63
13103001;1991;10;31;15;66
13103001;1991;10;31;16;74
13103001;1991;10;31;17;73
13103001;1991;10;31;18;81
13103001;1991;10;31;19;88
13103001;1991;10;31;20;92
13103001;1991;10;31;21;92
13103001;1991;10;31;22;93
13103001;1991;10;31;23;94
13103001;1991;10;31;24;92
13103001;1991;11;1;1;90
13103001;1991;11;1;2;89
13103001;1991;11;1;3;89
13103001;1991;11;1;4;90
13103001;1991;11;1;5;90
13103001;1991;11;1;6;91
13103001;1991;11;1;7;91
13103001;1991;11;1;8;86
13103001;1991;11;1;9;74
13103001;1991;11;1;10;55
13103001;1991;11;1;11;50
13103001;1991;11;1;12;49
13103001;1991;11;1;13;52
13103001;1991;11;1;14;55
13103001;1991;11;1;15;57
13103001;1991;11;1;16;65
13103001;1991;11;1;17;73
13103001;1991;11;1;18;80
13103001;1991;11;1;19;83
13103001;1991;11;1;20;87
13103001;1991;11;1;21;81
13103001;1991;11;1;22;79
13103001;1991;11;1;23;78
13103001;1991;11;1;24;77
13103001;1991;11;2;1;75
13103001;1991;11;2;2;72
13103001;1991;11;2;3;71
13103001;1991;11;2;4;72
13103001;1991;11;2;5;73
13103001;1991;11;2;6;71
13103001;1991;11;2;7;73
13103001;1991;11;2;8;71
13103001;1991;11;2;9;69
13103001;1991;11;2;10;69
13103001;1991;11;2;11;68
13103001;1991;11;2;12;68
13103001;1991;11;2;13;67
13103001;1991;11;2;14;70
13103001;1991;11;2;15;74
13103001;1991;11;2;16;78
13103001;1991;11;2;17;84
13103001;1991;11;2;18;88
13103001;1991;11;2;19;90
13103001;1991;11;2;20;90
13103001;1991;11;2;21;91
13103001;1991;11;2;22;94
13103001;1991;11;2;23;95
13103001;1991;11;2;24;95
13103001;1991;11;3;1;94
13103001;1991;11;3;2;95
13103001;1991;11;3;3;94
13103001;1991;11;3;4;94
13103001;1991;11;3;5;94
13103001;1991;11;3;6;95
13103001;1991;11;3;7;96
13103001;1991;11;3;8;96
13103001;1991;11;3;9;91
13103001;1991;11;3;10;85
13103001;1991;11;3;11;79
13103001;1991;11;3;12;75
13103001;1991;11;3;13;74
13103001;1991;11;3;14;70
13103001;1991;11;3;15;79
13103001;1991;11;3;16;94
13103001;1991;11;3;17;97
13103001;1991;11;3;18;98
13103001;1991;11;3;19;98
13103001;1991;11;3;20;97
13103001;1991;11;3;21;95
13103001;1991;11;3;22;95
13103001;1991;11;3;23;88
13103001;1991;11;3;24;88
13103001;1991;11;4;1;89
13103001;1991;11;4;2;93
13103001;1991;11;4;3;95
13103001;1991;11;4;4;96
13103001;1991;11;4;5;95
13103001;1991;11;4;6;96
13103001;1991;11;4;7;96
13103001;1991;11;4;8;97
13103001;1991;11;4;9;96
13103001;1991;11;4;10;88
13103001;1991;11;4;11;73
13103001;1991;11;4;12;74
13103001;1991;11;4;13;72
13103001;1991;11;4;14;77
13103001;1991;11;4;15;76
13103001;1991;11;4;16;77
13103001;1991;11;4;17;75
13103001;1991;11;4;18;76
13103001;1991;11;4;19;80
13103001;1991;11;4;20;74
13103001;1991;11;4;21;61
13103001;1991;11;4;22;75
13103001;1991;11;4;23;83
13103001;1991;11;4;24;77
13103001;1991;11;5;1;89
13103001;1991;11;5;2;85
13103001;1991;11;5;3;84
13103001;1991;11;5;4;94
13103001;1991;11;5;5;95
13103001;1991;11;5;6;89
13103001;1991;11;5;7;80
13103001;1991;11;5;8;74
13103001;1991;11;5;9;62
13103001;1991;11;5;10;53
13103001;1991;11;5;11;54
13103001;1991;11;5;12;53
13103001;1991;11;5;13;54
13103001;1991;11;5;14;52
13103001;1991;11;5;15;54
13103001;1991;11;5;16;53
13103001;1991;11;5;17;65
13103001;1991;11;5;18;73
13103001;1991;11;5;19;73
13103001;1991;11;5;20;77
13103001;1991;11;5;21;84
13103001;1991;11;5;22;84
13103001;1991;11;5;23;79
13103001;1991;11;5;24;84
13103001;1991;11;6;1;88
13103001;1991;11;6;2;83
13103001;1991;11;6;3;81
13103001;1991;11;6;4;76
13103001;1991;11;6;5;72
13103001;1991;11;6;6;70
13103001;1991;11;6;7;63
13103001;1991;11;6;8;61
13103001;1991;11;6;9;54
13103001;1991;11;6;10;51
13103001;1991;11;6;11;51
13103001;1991;11;6;12;50
13103001;1991;11;6;13;49
13103001;1991;11;6;14;49
13103001;1991;11;6;15;52
13103001;1991;11;6;16;56
13103001;1991;11;6;17;57
13103001;1991;11;6;18;59
13103001;1991;11;6;19;60
13103001;1991;11;6;20;62
13103001;1991;11;6;21;62
13103001;1991;11;6;22;64
13103001;1991;11;6;23;64
13103001;1991;11;6;24;66
13103001;1991;11;7;1;64
13103001;1991;11;7;2;64
13103001;1991;11;7;3;66
13103001;1991;11;7;4;67
13103001;1991;11;7;5;68
13103001;1991;11;7;6;65
13103001;1991;11;7;7;66
13103001;1991;11;7;8;59
13103001;1991;11;7;9;54
13103001;1991;11;7;10;48
13103001;1991;11;7;11;47
13103001;1991;11;7;12;46
13103001;1991;11;7;13;47
13103001;1991;11;7;14;47
13103001;1991;11;7;15;49
13103001;1991;11;7;16;53
13103001;1991;11;7;17;55
13103001;1991;11;7;18;57
13103001;1991;11;7;19;61
13103001;1991;11;7;20;61
13103001;1991;11;7;21;61
13103001;1991;11;7;22;61
13103001;1991;11;7;23;61
13103001;1991;11;7;24;62
13103001;1991;11;8;1;63
13103001;1991;11;8;2;66
13103001;1991;11;8;3;65
13103001;1991;11;8;4;66
13103001;1991;11;8;5;69
13103001;1991;11;8;6;72
13103001;1991;11;8;7;72
13103001;1991;11;8;8;66
13103001;1991;11;8;9;61
13103001;1991;11;8;10;56
13103001;1991;11;8;11;54
13103001;1991;11;8;12;53
13103001;1991;11;8;13;52
13103001;1991;11;8;14;51
13103001;1991;11;8;15;51
13103001;1991;11;8;16;51
13103001;1991;11;8;17;52
